itemtransactionkey,skclientkey,itemtransactionrootkey,transactionsessionkey,itemtransactiontypekey,txtimekey,itemrootkey,itemkey,medkey,meditemrootkey,meditemkey,medfullname,device_naturalkey,dispensingdevicekey,storagespacerootkey,storagespacekey,storagespaceitemrootkey,storagespaceitemkey,storagespaceshortname,storagespaceabbreviatedname,transactionlocaldatetime,cancelflag,startstoragespaceinventoryquantity,endstoragespaceinventoryquantity,estransactiontypekey,legacytransactiontypekey,ismeddeviceexclude,ismedexclude,isdeviceexclude,transactionquantity,actualbegincount,hdp_shardid,medid,dispensingdevicename
-9223372033355081290,13535,1351679473,-1173779225,-2147445089,20201027,-2140169069,-2136406529,-2109695177,-2140169069,-2135851525,aluminum/magnesium hydroxide-simethicone suspension (Mi-Acid) (30 mL) CUP/ORAL SYRINGE,-2147440892,-2146014663,-2127103446,-2118103682,-2116271428,-2099912861,ED_TOWER 1 Dr 1-Pkt 23,ED_TOWER 1 1-23,2020-10-27 09:16:20.0,False,4.0000,0.0000,13,13,False,False,False,4.000000000000000000,4.000000000000000000,15,144825663,MURED
-9223372033482682706,13535,1224301131,-1207955349,-2147445089,20200421,-2140169005,-2136406465,-2113999095,-2140169005,-2135859969,amiodarone (Cordarone) 200 mg TAB,-2147440893,-2146017728,-2127105607,-2118106310,-2122539176,-2109147241,MED-SURG_MAIN Drw 5.2-Pkt B6,MED-SURG_MAIN 5.2-B6,2020-04-21 09:32:13.0,False,26.0000,0.0000,13,13,False,False,False,26.000000000000000000,26.000000000000000000,15,98402,MURMSU
-9223372033333702395,13535,1373005111,-1168082300,-2147445104,20201204,-2140168996,-2136406456,-2109631411,-2140168996,-2135859951,amiodarone-D5W (Nexterone/D5W) 150 mg/100 mL BAG,-2147440893,-2146006755,-2127104924,-2118105363,-2116377143,-2100076813,MEDSURG_TOWER_2 Dr 3-Pkt 26,MEDSURG_TOWER_2 3-26,2020-12-04 15:07:43.0,False,2.0000,1.0000,502,502,False,False,False,1.000000000000000000,2.000000000000000000,15,157203248,MURMSU
-9223372033353769561,13535,1352991848,-1173432542,-2147445089,20201029,-2140168995,-2136406455,-2109695907,-2140168995,-2135859949,amiodarone-D5W (Nexterone/D5W) 360 mg/200 mL BAG,-2147440893,-2146006755,-2127104987,-2118105572,-2116750141,-2100623206,MEDSURG_TOWER_2 Dr 1-Pkt 17,MEDSURG_TOWER_2 1-17,2020-10-29 10:23:11.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,156666817,MURMSU
-9223372033318908322,13535,1387761778,-1164182821,-2147445089,20201231,-2140168994,-2136406454,-2109696514,-2140168994,-2135859947,amitriptyline (Elavil) 10 mg TAB,-2147440893,-2145981111,-2127105880,-2115029633,-2122539064,-2109147240,MED-SURG_AUX Drw 3.1-Pkt B2,MED-SURG_AUX 3.1-B2,2020-12-31 09:22:06.0,False,16.0000,0.0000,13,13,False,False,False,16.000000000000000000,16.000000000000000000,15,4325507,MURMSU
-9223372033434355404,13535,1272526339,-1195041400,-2147445089,20200729,-2140168992,-2136406452,-2109695588,-2140168992,-2135859943,amitriptyline (Elavil) 25 mg TAB,-2147440893,-2146016094,-2127105924,-2115029625,-2122539082,-2109147239,MED-SURG_AUX Drw 3.1-Pkt C4,MED-SURG_AUX 3.1-C4,2020-07-29 09:20:18.0,False,16.0000,0.0000,13,13,False,False,False,16.000000000000000000,16.000000000000000000,15,02305,MURMSU
-9223372033393074061,13535,1313730158,-1183963113,-2147445089,20200930,-2140168988,-2136406448,-2109695751,-2140168988,-2135859935,amLODIPine (Norvasc) 5 mg TAB,-2147440892,-2146014663,-2127106457,-2115030147,-2122539431,-2109146960,ED_AUX Drw 2.1-Pkt B5,ED_AUX 2.1-B5,2020-09-30 09:34:31.0,False,27.0000,13.0000,13,13,False,False,False,14.000000000000000000,27.000000000000000000,15,98948,MURED
-9223372033244019910,13535,1462452434,-1144295528,-2147445089,20210429,-2140168988,-2136406448,-2109695751,-2140168988,-2135859935,amLODIPine (Norvasc) 5 mg TAB,-2147440892,-2145970039,-2127106457,-2115030147,-2122539431,-2097868531,ED_AUX Drw 2.1-Pkt B5,ED_AUX 2.1-B5,2021-04-29 08:53:20.0,False,21.0000,18.0000,13,13,False,False,False,3.000000000000000000,21.000000000000000000,15,98948,MURED
-9223372033244019904,13535,1462452422,-1144295527,-2147445089,20210429,-2140168984,-2136406444,-2109694883,-2140168984,-2135851628,ammonia aromatic 0.33 mL (1 EA) INHALANT,-2147440892,-2145970039,-2127106364,-2115030060,-2122539587,-2109146467,ED_MAIN Drw 3.1-Pkt A6,ED_MAIN 3.1-A6,2021-04-29 08:55:08.0,False,23.0000,7.0000,13,13,False,False,False,16.000000000000000000,23.000000000000000000,15,52024,MURED
-9223372033421462836,13535,1285390022,-1191601818,-2147445089,20200824,-2140169006,-2136406466,-2109695961,-2140169006,-2135859971,amiodarone (Cordarone) 150 mg/3 mL VIAL,-2147440890,-2146016092,-2127104122,-2115027933,-2122538799,-2105751494,EMS_MAIN Drw 2-Pkt A2,EMS_MAIN 2-A2,2020-08-24 08:29:28.0,False,3.0000,0.0000,13,13,False,False,False,3.000000000000000000,3.000000000000000000,15,4321077,MUREMS
-9223372033416246793,13535,1290593475,-1190192907,-2147445089,20200902,-2140169006,-2136406466,-2109695961,-2140169006,-2135859971,amiodarone (Cordarone) 150 mg/3 mL VIAL,-2147440892,-2146014663,-2127106268,-2115029939,-2117329533,-2101522414,ED_AUX Drw 1.2-Pkt A3,ED_AUX 1.2-A3,2020-09-02 09:28:34.0,False,5.0000,0.0000,13,13,False,False,False,5.000000000000000000,5.000000000000000000,15,4321077,MURED
-9223372033476689962,13535,1230281330,-1206342225,-2147445089,20200506,-2140169190,-2136406650,-2109696637,-2140169190,-2135851533,acetaminophen-codeine liquid 120 mg-12.mg/5 mL (Tylenol with Codeine) (12.5 mL) CUP/ORAL SYRINGE,-2147440892,-2146016091,-2127105556,-2118106610,-2122538675,-2102286357,ED_AUX Drw 6.2-Pkt E1,ED_AUX 6.2-E1,2020-05-06 08:49:33.0,False,5.0000,0.0000,13,13,False,False,False,5.000000000000000000,5.000000000000000000,15,2938984,MURED
-9223372033320095626,13535,1386577483,-1164493415,-2147445089,20201229,-2140169190,-2136406650,-2109696637,-2140169190,-2135851533,acetaminophen-codeine liquid 120 mg-12.mg/5 mL (Tylenol with Codeine) (12.5 mL) CUP/ORAL SYRINGE,-2147440892,-2145981112,-2127105556,-2115030214,-2122538675,-2102286357,ED_AUX Drw 6.2-Pkt E1,ED_AUX 6.2-E1,2020-12-29 09:17:17.0,False,5.0000,0.0000,13,13,False,False,False,5.000000000000000000,5.000000000000000000,15,2938984,MURED
-9223372033318908324,13535,1387761766,-1164182822,-2147445089,20201231,-2140169190,-2136406650,-2109696637,-2140169190,-2135851533,acetaminophen-codeine liquid 120 mg-12.mg/5 mL (Tylenol with Codeine) (12.5 mL) CUP/ORAL SYRINGE,-2147440893,-2145981111,-2127105468,-2115029727,-2122538961,-2109146577,MED-SURG_AUX Drw 6.1-Pkt A4,MED-SURG_AUX 6.1-A4,2020-12-31 09:21:34.0,False,4.0000,0.0000,13,13,False,False,False,4.000000000000000000,4.000000000000000000,15,2938984,MURMSU
-9223372033476690456,13535,1230280841,-1206342414,-2147445089,20200505,-2140169190,-2136406650,-2109696637,-2140169190,-2135851533,acetaminophen-codeine liquid 120 mg-12.mg/5 mL (Tylenol with Codeine) (12.5 mL) CUP/ORAL SYRINGE,-2147440893,-2146016094,-2127105468,-2118106424,-2122538961,-2109146577,MED-SURG_AUX Drw 6.1-Pkt A4,MED-SURG_AUX 6.1-A4,2020-05-05 09:24:23.0,False,4.0000,0.0000,13,13,False,False,False,4.000000000000000000,4.000000000000000000,15,2938984,MURMSU
-9223372033433829694,13535,1273050865,-1194900772,-2147445089,20200730,-2140169185,-2136406645,-2109696630,-2140169185,-2135860286,acetaminophen-HYDROcodone 325 mg-10 mg (Norco 10/325) TAB,-2147440891,-2146014099,-2127102977,-2115030298,-2121571916,-2107617991,OR_MAIN Drw 4.1-Pkt C3,OR_MAIN 4.1-C3,2020-07-30 09:22:21.0,False,5.0000,0.0000,13,13,False,False,False,5.000000000000000000,5.000000000000000000,15,43263,MUROR
-9223372033262073684,13535,1444445348,-1149117637,-2147445089,20210331,-2140169185,-2136406645,-2109696630,-2140169185,-2135860286,acetaminophen-HYDROcodone 325 mg-10 mg (Norco 10/325) TAB,-2147440893,-2145970038,-2127105610,-2115029401,-2122538987,-2109146692,MED-SURG_AUX Drw 5.1-Pkt B6,MED-SURG_AUX 5.1-B6,2021-03-31 08:54:03.0,False,12.0000,8.0000,13,13,False,False,False,4.000000000000000000,12.000000000000000000,15,43263,MURMSU
-9223372033434355406,13535,1272526332,-1195041405,-2147445089,20200729,-2140169185,-2136406645,-2109696630,-2140169185,-2135860286,acetaminophen-HYDROcodone 325 mg-10 mg (Norco 10/325) TAB,-2147440893,-2146016094,-2127105610,-2115029401,-2122538987,-2109146692,MED-SURG_AUX Drw 5.1-Pkt B6,MED-SURG_AUX 5.1-B6,2020-07-29 09:19:35.0,False,16.0000,10.0000,13,13,False,False,False,6.000000000000000000,16.000000000000000000,15,43263,MURMSU
-9223372033282949362,13535,1423626964,-1154651675,-2147445089,20210224,-2140169185,-2136406645,-2109696630,-2140169185,-2135860286,acetaminophen-HYDROcodone 325 mg-10 mg (Norco 10/325) TAB,-2147440892,-2145971824,-2127106476,-2115030128,-2122539404,-2109146412,ED_AUX Drw 2.2-Pkt B1,ED_AUX 2.2-B1,2021-02-24 09:54:55.0,False,23.0000,16.0000,13,13,False,False,False,7.000000000000000000,23.000000000000000000,15,43263,MURED
-9223372033434355408,13535,1272526312,-1195041404,-2147445089,20200729,-2140169185,-2136406645,-2109696630,-2140169185,-2135860286,acetaminophen-HYDROcodone 325 mg-10 mg (Norco 10/325) TAB,-2147437246,-2146014097,-2125248811,-2114996526,-2116366731,-2100062025,PACU Drw 3.1-Pkt B2,PACU 3.1-B2,2020-07-29 09:17:17.0,False,10.0000,0.0000,13,13,False,False,False,10.000000000000000000,10.000000000000000000,15,43263,MURPACU
-9223372033433829742,13535,1273050854,-1194900699,-2147445089,20200730,-2140169185,-2136406645,-2109696630,-2140169185,-2135860286,acetaminophen-HYDROcodone 325 mg-10 mg (Norco 10/325) TAB,-2147440892,-2146014663,-2127106476,-2115030128,-2122539404,-2109146412,ED_AUX Drw 2.2-Pkt B1,ED_AUX 2.2-B1,2020-07-30 09:12:44.0,False,22.0000,0.0000,13,13,False,False,False,22.000000000000000000,22.000000000000000000,15,43263,MURED
-9223372033282949268,13535,1423627056,-1154651634,-2147445089,20210224,-2140169184,-2136406644,-2109694745,-2140169184,-2135860284,acetaminophen-HYDROcodone 325 mg-5 mg (Norco 5/325) TAB,-2147440891,-2146014099,-2127103001,-2115030311,-2122538476,-2109145986,OR_MAIN Drw 4.1-Pkt A2,OR_MAIN 4.1-A2,2021-02-24 10:31:42.0,False,20.0000,0.0000,13,13,False,False,False,20.000000000000000000,20.000000000000000000,15,4025788,MUROR
-9223372033282949266,13535,1423627065,-1154651633,-2147445089,20210224,-2140169183,-2136406643,-2109695809,-2140169183,-2135860282,acetaminophen-HYDROcodone 325 mg-7.5 mg (Norco 7.5/325) TAB,-2147440891,-2146014099,-2127103017,-2115030299,-2122538471,-2109146012,OR_MAIN Drw 4.1-Pkt C2,OR_MAIN 4.1-C2,2021-02-24 10:32:24.0,False,20.0000,0.0000,13,13,False,False,False,20.000000000000000000,20.000000000000000000,15,4025865,MUROR
-9223372033482682627,13535,1224301202,-1207955384,-2147445089,20200421,-2140169183,-2136406643,-2111768314,-2140169183,-2135860282,acetaminophen-HYDROcodone 325 mg-7.5 mg (Norco 7.5/325) TAB,-2147440891,-2146017726,-2127103017,-2118103052,-2122538471,-2109146012,PACU_MAIN Drw 4.1-Pkt C2,PACU_MAIN 4.1-C2,2020-04-21 10:09:00.0,False,18.0000,8.0000,13,13,False,False,False,10.000000000000000000,18.000000000000000000,15,4025865,MUROR
-9223372033393073983,13535,1313730249,-1183963083,-2147445089,20200930,-2140169183,-2136406643,-2109695809,-2140169183,-2135860282,acetaminophen-HYDROcodone 325 mg-7.5 mg (Norco 7.5/325) TAB,-2147440891,-2146014099,-2127103017,-2115030299,-2122538471,-2109146012,OR_MAIN Drw 4.1-Pkt C2,OR_MAIN 4.1-C2,2020-09-30 09:55:20.0,False,18.0000,10.0000,13,13,False,False,False,8.000000000000000000,18.000000000000000000,15,4025865,MUROR
-9223372033282254183,13535,1424320390,-1154467329,-2147445089,20210225,-2140169183,-2136406643,-2109695809,-2140169183,-2135860282,acetaminophen-HYDROcodone 325 mg-7.5 mg (Norco 7.5/325) TAB,-2147437246,-2145981413,-2125248901,-2114996558,-2116337638,-2100021092,PACU Drw 4.1-Pkt C2,PACU 4.1-C2,2021-02-25 09:13:13.0,False,13.0000,9.0000,13,13,False,False,False,4.000000000000000000,13.000000000000000000,15,4025865,MURPACU
-9223372033398762613,13535,1308049613,-1185494821,-2147445089,20200924,-2140169183,-2136406643,-2109695809,-2140169183,-2135860282,acetaminophen-HYDROcodone 325 mg-7.5 mg (Norco 7.5/325) TAB,-2147440893,-2146006755,-2127105918,-2115029623,-2122539086,-2109146645,MED-SURG_AUX Drw 3.1-Pkt C6,MED-SURG_AUX 3.1-C6,2020-09-24 09:23:37.0,False,18.0000,8.0000,13,13,False,False,False,10.000000000000000000,18.000000000000000000,15,4025865,MURMSU
-9223372033449827163,13535,1257090074,-1199145919,-2147445089,20200630,-2140169181,-2136406641,-2109695810,-2140169181,-2135851531,acetaminophen-HYDROcodone 325 mg-7.5 mg/15 mL (Hycet Elixir) (15 mL) CUP/ORAL SYRINGE,-2147440893,-2146016094,-2127105482,-2115029726,-2122538960,-2109146646,MED-SURG_AUX Drw 6.1-Pkt B1,MED-SURG_AUX 6.1-B1,2020-06-30 09:27:32.0,False,4.0000,3.0000,13,13,False,False,False,1.000000000000000000,4.000000000000000000,15,117534629,MURMSU
-9223372033244019844,13535,1462452452,-1144295513,-2147445089,20210429,-2140169181,-2136406641,-2109695810,-2140169181,-2135851531,acetaminophen-HYDROcodone 325 mg-7.5 mg/15 mL (Hycet Elixir) (15 mL) CUP/ORAL SYRINGE,-2147440891,-2146014099,-2127105402,-2115030378,-2122538583,-2109146112,OR_MAIN Drw 6-Pkt E1,OR_MAIN 6-E1,2021-04-29 09:08:16.0,False,11.0000,3.0000,13,13,False,False,False,8.000000000000000000,11.000000000000000000,15,117534629,MUROR
-9223372033353769567,13535,1352991854,-1173432546,-2147445089,20201029,-2140169181,-2136406641,-2109695810,-2140169181,-2135851531,acetaminophen-HYDROcodone 325 mg-7.5 mg/15 mL (Hycet Elixir) (15 mL) CUP/ORAL SYRINGE,-2147440893,-2146006755,-2127105205,-2115029730,-2122538812,-2103019579,MED-SURG_AUX Drw 1.2-Pkt E1,MED-SURG_AUX 1.2-E1,2020-10-29 10:20:42.0,False,5.0000,0.0000,13,13,False,False,False,5.000000000000000000,5.000000000000000000,15,117534629,MURMSU
-9223372033355081153,13535,1351679606,-1173779167,-2147445089,20201027,-2140169181,-2136406641,-2109695810,-2140169181,-2135851531,acetaminophen-HYDROcodone 325 mg-7.5 mg/15 mL (Hycet Elixir) (15 mL) CUP/ORAL SYRINGE,-2147440891,-2146014099,-2127105402,-2115030378,-2122538583,-2109146112,OR_MAIN Drw 6-Pkt E1,OR_MAIN 6-E1,2020-10-27 10:18:34.0,False,11.0000,8.0000,13,13,False,False,False,3.000000000000000000,11.000000000000000000,15,117534629,MUROR
-9223372033353769565,13535,1352991850,-1173432546,-2147445089,20201029,-2140169181,-2136406641,-2109695810,-2140169181,-2135851531,acetaminophen-HYDROcodone 325 mg-7.5 mg/15 mL (Hycet Elixir) (15 mL) CUP/ORAL SYRINGE,-2147440893,-2146006755,-2127105482,-2115029726,-2122538960,-2109146646,MED-SURG_AUX Drw 6.1-Pkt B1,MED-SURG_AUX 6.1-B1,2020-10-29 10:20:56.0,False,3.0000,0.0000,13,13,False,False,False,3.000000000000000000,3.000000000000000000,15,117534629,MURMSU
-9223372033244019925,13535,1462452404,-1144295535,-2147445089,20210429,-2140169178,-2136406638,-2109696013,-2140169178,-2135849722,acetaminophen/butalbital/caffeine 325 mg-50 mg-40 mg (Fioricet) TAB,-2147440892,-2145970039,-2127106306,-2115029989,-2122539538,-2097855916,ED_MAIN Drw 4.1-Pkt B5,ED_MAIN 4.1-B5,2021-04-29 08:44:25.0,False,11.0000,0.0000,13,13,False,False,False,11.000000000000000000,11.000000000000000000,15,23219,MURED
-9223372033416814170,13535,1290027436,-1190343585,-2147445089,20200901,-2140169173,-2136406633,-2109696046,-2140169173,-2135860264,acetaZOLAMIDE (Diamox) 250 mg TAB,-2147440893,-2146006755,-2127105726,-2115029505,-2122539010,-2109147006,MED-SURG_AUX Drw 4.2-Pkt B2,MED-SURG_AUX 4.2-B2,2020-09-01 09:19:35.0,False,20.0000,0.0000,13,13,False,False,False,20.000000000000000000,20.000000000000000000,15,16466,MURMSU
-9223372033416246795,13535,1290593474,-1190192908,-2147445089,20200902,-2140169173,-2136406633,-2109696046,-2140169173,-2135860264,acetaZOLAMIDE (Diamox) 250 mg TAB,-2147440892,-2146014663,-2127106390,-2115030209,-2122539493,-2109146827,ED_MAIN Drw 5.2-Pkt B1,ED_MAIN 5.2-B1,2020-09-02 09:28:10.0,False,10.0000,0.0000,13,13,False,False,False,10.000000000000000000,10.000000000000000000,15,16466,MURED
-9223372033416246741,13535,1290593545,-1190192892,-2147445089,20200902,-2140169173,-2136406633,-2109696046,-2140169173,-2135860264,acetaZOLAMIDE (Diamox) 250 mg TAB,-2147440891,-2146014099,-2127102995,-2115030297,-2120560150,-2106108248,OR_MAIN Drw 4.1-Pkt C4,OR_MAIN 4.1-C4,2020-09-02 09:36:41.0,False,10.0000,0.0000,13,13,False,False,False,10.000000000000000000,10.000000000000000000,15,16466,MUROR
-9223372033355081151,13535,1351679594,-1173779166,-2147445089,20201027,-2140169168,-2136406628,-2109695528,-2140169168,-2134856148,acetic acid topical 0.25% irrigation (1000 mL) BOTTLE,-2147440891,-2146014099,-2127103071,-2118103247,-2119670626,-2104819174,OR_TOWER Dr 3-Pkt 5,OR_TOWER 3-5,2020-10-27 10:19:01.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,45046,MUROR
-9223372033476690390,13535,1230280905,-1206342387,-2147445089,20200505,-2140169209,-2136406669,-2109694051,-2140169209,-2135860322,acetaminophen (Tylenol) 120 mg SUPP,-2147440891,-2146016093,-2127102988,-2118103053,-2122538467,-2109146004,PACU_MAIN Drw 4.1-Pkt C1,PACU_MAIN 4.1-C1,2020-05-05 09:50:23.0,False,12.0000,0.0000,13,13,False,False,False,12.000000000000000000,12.000000000000000000,15,4325064,MUROR
-9223372033244019674,13535,1462452653,-1144295436,-2147445089,20210429,-2140169209,-2136406669,-2109694051,-2140169209,-2135860322,acetaminophen (Tylenol) 120 mg SUPP,-2147440893,-2145970038,-2127105141,-2118106070,-2117600344,-2101900087,MEDSURG_REMOTE MANAGER-Pkt 13,MEDSURG_REMOTE MANAGER-13,2021-04-29 10:53:54.0,False,12.0000,0.0000,13,13,False,False,False,12.000000000000000000,12.000000000000000000,15,4325064,MURMSU
-9223372033449827165,13535,1257090067,-1199145920,-2147445089,20200630,-2140169207,-2136406667,-2109694260,-2140169207,-2135860319,acetaminophen (Tylenol) 325 mg SUPP,-2147440893,-2146016094,-2127105125,-2118106066,-2122538826,-2109146706,MEDSURG_REMOTE MANAGER-Pkt 17,MEDSURG_REMOTE MANAGER-17,2020-06-30 09:27:01.0,False,10.0000,5.0000,13,13,False,False,False,5.000000000000000000,10.000000000000000000,15,03394,MURMSU
-9223372033449353436,13535,1257558743,-1199020362,-2147445089,20200701,-2140169207,-2136406667,-2109694260,-2140169207,-2135860319,acetaminophen (Tylenol) 325 mg SUPP,-2147440892,-2146014663,-2127103747,-2118103923,-2117644860,-2101964959,ED_REMOTE MANAGER-Pkt 19,ED_REMOTE MANAGER-19,2020-07-01 09:03:34.0,False,10.0000,9.0000,13,13,False,False,False,1.000000000000000000,10.000000000000000000,15,03394,MURED
-9223372033449353337,13535,1257558831,-1199020345,-2147445089,20200701,-2140169207,-2136406667,-2109694260,-2140169207,-2135860319,acetaminophen (Tylenol) 325 mg SUPP,-2147440891,-2146014099,-2127105238,-2115030324,-2122538481,-2109145978,OR_MAIN Drw 3.2-Pkt B3,OR_MAIN 3.2-B3,2020-07-01 09:18:27.0,False,9.0000,0.0000,13,13,False,False,False,9.000000000000000000,9.000000000000000000,15,03394,MUROR
-9223372033282949270,13535,1423627059,-1154651635,-2147445089,20210224,-2140169206,-2136406666,-2109693757,-2140169206,-2135860317,acetaminophen (Tylenol) 325 mg TAB,-2147440891,-2146014099,-2127102998,-2115030304,-2122538469,-2109146008,OR_MAIN Drw 4.1-Pkt B3,OR_MAIN 4.1-B3,2021-02-24 10:30:50.0,False,16.0000,0.0000,13,13,False,False,False,16.000000000000000000,16.000000000000000000,15,26839,MUROR
-9223372033411980691,13535,1294853529,-1189024563,-2147445089,20200907,-2140169205,-2136406665,-2109694259,-2140169205,-2135851363,acetaminophen (Tylenol) 650 mg SUPP,-2147440892,-2146014663,-2127106367,-2115030046,-2122539579,-2109146574,ED_MAIN Drw 3.2-Pkt A2,ED_MAIN 3.2-A2,2020-09-07 09:01:56.0,False,10.0000,9.0000,13,13,False,False,False,1.000000000000000000,10.000000000000000000,15,15647,MURED
-9223372033282254121,13535,1424320484,-1154467309,-2147445089,20210225,-2140169205,-2136406665,-2109694259,-2140169205,-2135851363,acetaminophen (Tylenol) 650 mg SUPP,-2147440893,-2145971825,-2127105727,-2115029530,-2122539009,-2109146988,MED-SURG_AUX Drw 4.1-Pkt A1,MED-SURG_AUX 4.1-A1,2021-02-25 09:27:51.0,False,14.0000,12.0000,13,13,False,False,False,2.000000000000000000,14.000000000000000000,15,15647,MURMSU
-9223372033355081157,13535,1351679613,-1173779169,-2147445089,20201027,-2140169202,-2136406662,-2109694697,-2140169202,-2135851024,acetaminophen ES (Tylenol Extra Strength) 500 mg TAB,-2147440891,-2146014099,-2127105216,-2115030322,-2122538479,-2109145984,OR_MAIN Drw 3.2-Pkt B5,OR_MAIN 3.2-B5,2020-10-27 10:17:15.0,False,17.0000,0.0000,13,13,False,False,False,17.000000000000000000,17.000000000000000000,15,02359,MUROR
-9223372033353769569,13535,1352991853,-1173432548,-2147445089,20201029,-2140169202,-2136406662,-2109694697,-2140169202,-2135851024,acetaminophen ES (Tylenol Extra Strength) 500 mg TAB,-2147440893,-2146006755,-2127105695,-2115029464,-2122539254,-2109147009,MED-SURG_MAIN Drw 3.2-Pkt C1,MED-SURG_MAIN 3.2-C1,2020-10-29 10:20:11.0,False,33.0000,20.0000,13,13,False,False,False,13.000000000000000000,33.000000000000000000,15,02359,MURMSU
-9223372033355081298,13535,1351679476,-1173779228,-2147445089,20201027,-2140169198,-2136406658,-2109695659,-2140169198,-2135851875,acetaminophen suspension (Tylenol) 160 mg/5 mL CUP/ORAL SYRINGE,-2147440892,-2146014663,-2127103508,-2118103704,-2116271442,-2099912889,ED_TOWER 1 Dr 1-Pkt 1,ED_TOWER 1 1-1,2020-10-27 09:12:53.0,False,35.0000,34.0000,13,13,False,False,False,1.000000000000000000,35.000000000000000000,15,160960680,MURED
-9223372033355081155,13535,1351679596,-1173779168,-2147445089,20201027,-2140169198,-2136406658,-2109695659,-2140169198,-2135851875,acetaminophen suspension (Tylenol) 160 mg/5 mL CUP/ORAL SYRINGE,-2147440891,-2146014099,-2127105321,-2115030363,-2117531961,-2101805219,OR_MAIN Drw 2.1-Pkt E4,OR_MAIN 2.1-E4,2020-10-27 10:17:41.0,False,3.0000,0.0000,13,13,False,False,False,3.000000000000000000,3.000000000000000000,15,160960680,MUROR
